0,0,0,-3.639000e+00,4.180000e-01,-6.700000e-01,1.779000e+00,-1.680000e-01,1.627000e+00,-3.880000e-01,5.290000e-01,-8.740000e-01,-8.140000e-01,1
0,0,0,-3.327000e+00,4.960000e-01,-6.940000e-01,1.365000e+00,-2.650000e-01,1.933000e+00,-3.630000e-01,5.100000e-01,-6.210000e-01,-4.880000e-01,-1
0,0,0,-2.120000e+00,8.940000e-01,-1.576000e+00,1.470000e-01,-7.070000e-01,1.559000e+00,-5.790000e-01,6.760000e-01,-8.090000e-01,-4.900000e-02,-1
0,0,0,-2.287000e+00,1.809000e+00,-1.498000e+00,1.012000e+00,-1.053000e+00,1.060000e+00,-5.670000e-01,2.350000e-01,-9.100000e-02,-7.950000e-01,-1
0,0,0,-2.598000e+00,1.938000e+00,-8.460000e-01,1.062000e+00,-1.633000e+00,7.640000e-01,3.940000e-01,-1.500000e-01,2.770000e-01,-3.960000e-01,-1
0,0,0,-2.852000e+00,1.914000e+00,-7.550000e-01,8.250000e-01,-1.588000e+00,8.550000e-01,2.170000e-01,-2.460000e-01,2.380000e-01,-3.650000e-01,-1
0,0,0,-3.482000e+00,2.524000e+00,-4.330000e-01,1.048000e+00,-1.995000e+00,9.020000e-01,3.220000e-01,4.500000e-01,3.770000e-01,-3.660000e-01,-1
0,0,0,-3.941000e+00,2.305000e+00,1.240000e-01,1.771000e+00,-1.815000e+00,5.930000e-01,-4.350000e-01,9.920000e-01,5.750000e-01,-3.010000e-01,-1
0,0,0,-3.860000e+00,2.116000e+00,-9.390000e-01,6.880000e-01,-6.750000e-01,1.679000e+00,-5.120000e-01,9.280000e-01,-1.670000e-01,-4.340000e-01,-1
0,0,0,-3.648000e+00,1.812000e+00,-1.378000e+00,1.578000e+00,6.500000e-02,1.577000e+00,-4.660000e-01,7.020000e-01,6.000000e-02,-8.360000e-01,-1
0,0,0,-3.032000e+00,1.739000e+00,-1.141000e+00,7.370000e-01,-8.340000e-01,1.386000e+00,-5.750000e-01,6.790000e-01,-1.800000e-02,-8.230000e-01,-1
0,0,0,-3.653000e+00,3.730000e-01,-6.000000e-01,1.705000e+00,-2.220000e-01,1.765000e+00,-3.530000e-01,5.370000e-01,-7.970000e-01,-8.130000e-01,1
0,0,0,-3.237000e+00,4.360000e-01,-8.600000e-01,1.363000e+00,-2.510000e-01,1.915000e+00,-3.950000e-01,7.510000e-01,-7.740000e-01,-3.270000e-01,-1
0,0,0,-2.135000e+00,9.540000e-01,-1.632000e+00,1.210000e-01,-7.040000e-01,1.600000e+00,-6.280000e-01,7.130000e-01,-9.030000e-01,-2.700000e-02,-1
0,0,0,-2.304000e+00,1.784000e+00,-1.506000e+00,9.810000e-01,-9.610000e-01,8.060000e-01,-2.940000e-01,-2.000000e-03,1.190000e-01,-7.600000e-01,-1
0,0,0,-2.540000e+00,2.144000e+00,-1.024000e+00,9.330000e-01,-1.567000e+00,1.024000e+00,1.880000e-01,-4.700000e-02,3.090000e-01,-6.330000e-01,-1
0,0,0,-2.826000e+00,2.003000e+00,-7.380000e-01,8.010000e-01,-1.669000e+00,9.390000e-01,2.450000e-01,-2.570000e-01,2.560000e-01,-4.580000e-01,-1
0,0,0,-3.582000e+00,2.374000e+00,-3.580000e-01,1.162000e+00,-1.953000e+00,6.210000e-01,3.390000e-01,3.550000e-01,4.150000e-01,-2.590000e-01,-1
0,0,0,-3.951000e+00,2.250000e+00,1.270000e-01,1.772000e+00,-1.906000e+00,5.670000e-01,-4.320000e-01,1.045000e+00,5.980000e-01,-2.930000e-01,-1
0,0,0,-3.783000e+00,1.974000e+00,-1.200000e+00,6.060000e-01,-6.500000e-01,1.504000e+00,-1.340000e-01,5.280000e-01,3.920000e-01,-5.800000e-01,-1
