1.5159,12.8780,3.4304,1.4007,73.2820,0.6893,8.0447,0.0000,0.1224,-1
1.5176,12.9777,3.5381,1.2113,73.0020,0.6521,8.5289,0.0000,0.0000,-1
1.5221,14.2080,3.8210,0.4698,71.7700,0.1118,9.5726,0.0000,0.0000,-1
1.5222,13.2105,3.7716,0.7908,71.9884,0.1304,10.2452,0.0000,0.0000,-1
1.5176,13.3900,3.6593,1.1888,72.7892,0.5713,8.2706,0.0000,0.0561,-1
1.5210,13.6892,3.5920,1.1214,71.9604,0.0869,9.4004,0.0000,0.0000,-1
1.5176,13.1506,3.6100,1.0508,73.2372,0.5713,8.2384,0.0000,0.0000,-1
1.5191,13.9020,3.7312,1.1792,72.1228,0.0621,8.8947,0.0000,0.0000,-1
1.5179,13.2105,3.4798,1.4103,72.6380,0.5899,8.4320,0.0000,0.0000,-1
1.5190,13.5829,3.3495,1.2305,72.0780,0.5899,8.9055,0.0000,0.0000,-1
1.5122,12.9910,3.4708,1.1214,72.9796,0.6210,8.3460,0.0000,0.1581,-1
1.5198,13.8089,3.5785,1.3204,71.7196,0.1180,8.6688,0.6898,0.0000,-1
1.5176,13.8888,3.6010,1.3589,72.7276,0.4782,7.8295,0.0000,0.0000,-1
1.5178,12.6785,3.6683,1.1599,73.1084,0.6086,8.7010,0.0000,0.0000,-1
1.5172,13.3767,3.5022,1.1503,72.8508,0.5030,8.4320,0.0000,0.0000,-1
1.5175,12.8381,3.5022,1.1406,73.2708,0.5589,8.5504,0.0000,0.0000,-1
1.5221,13.7292,3.8390,0.7201,71.7588,0.1677,9.7448,0.0000,0.0000,-1
1.5182,12.8713,3.4798,1.2915,72.9516,0.6024,8.4320,0.0000,0.0000,-1
1.5192,14.4170,3.5785,1.3686,72.0780,0.5589,8.3029,0.0000,0.0000,-1
1.5176,12.7982,3.6593,1.2691,73.0076,0.6024,8.5612,0.0000,0.0000,-1
1.5175,12.8115,3.5696,1.3493,73.0188,0.6210,8.5934,0.0000,0.0000,-1
1.5178,12.6918,3.5381,1.3397,72.9516,0.5713,8.7548,0.0000,0.0000,-1
1.5179,12.7915,3.5022,1.1214,73.0300,0.6396,8.7656,0.0000,0.0000,-1
1.5184,13.1373,2.8422,1.2787,72.8508,0.5527,9.0669,0.0000,0.0000,-1
1.5215,13.0509,3.6504,0.8710,72.2180,0.1925,9.8524,0.0000,0.0867,-1
1.5160,12.7915,3.6100,1.6189,72.9684,0.6396,8.0662,0.0000,0.1326,-1
1.5173,13.0176,3.5381,1.6896,72.7276,0.5403,8.4428,0.0000,0.0357,-1
1.5178,12.8514,3.4798,1.2305,72.9684,0.6086,8.5612,0.0914,0.1122,-1
1.5178,13.2105,3.3899,1.3300,72.7612,0.5899,8.5934,0.0000,0.0000,-1
1.5176,13.4831,3.7402,1.1695,72.9908,0.5899,8.0339,0.0000,0.0000,-1
1.5215,13.0509,3.6504,0.8710,72.3188,0.1925,9.8524,0.0000,0.0867,-1
1.5174,13.2969,3.6010,1.1406,73.0916,0.5775,8.1738,0.0000,0.0000,-1
1.5157,12.7183,3.4618,1.5612,73.1980,0.6707,8.0877,0.0000,0.1224,-1
1.5172,12.8713,3.4798,1.3300,73.0412,0.5589,8.4320,0.0000,0.0000,-1
1.5191,13.8888,3.5291,1.3204,71.8092,0.5092,8.7764,0.1103,0.0000,-1
1.5187,13.1905,3.3720,1.1792,72.7220,0.5713,8.8302,0.0000,0.0816,-1
1.5217,13.5097,3.8614,0.8806,71.7924,0.2298,9.5403,0.0000,0.0561,-1
1.5176,12.9977,3.6010,1.3589,72.9908,0.5713,8.3998,0.0000,0.0561,-1
1.5176,12.8115,3.5381,1.2305,73.2372,0.5775,8.3890,0.0000,0.0000,-1
1.5178,13.7745,3.4887,1.2787,72.8620,0.6024,8.4858,0.0000,0.0000,-1
1.5175,12.5721,3.4708,1.3814,73.3884,0.6024,8.5504,0.0000,0.0306,-1
1.5179,12.7317,3.4304,1.1888,72.9516,0.6210,8.7548,0.0000,0.1530,-1
1.5232,13.7225,3.7222,0.5115,71.7476,0.0869,10.5680,0.0000,0.0816,-1
1.5230,13.3102,3.5785,0.8196,71.9884,0.1180,10.1752,0.0000,0.0153,-1
1.5210,13.6427,4.4900,1.0989,71.7812,0.0621,8.7548,0.0000,0.0000,-1
1.5175,12.8181,3.5516,1.4905,72.7500,0.5403,8.5181,0.0000,0.0969,-1
1.5221,14.2080,3.8210,0.4698,71.7700,0.1118,9.5726,0.0000,0.0000,-1
1.5267,13.9885,3.6998,0.7105,71.5684,0.0186,9.8201,0.0000,0.0510,-1
1.5193,13.1972,3.3316,1.2787,72.3580,0.6024,9.1422,0.0000,0.0561,-1
1.5217,13.4831,3.7402,0.8999,72.0108,0.1801,9.6049,0.0000,0.0357,-1
1.5162,13.5297,3.5516,1.5387,72.9908,0.3912,7.7757,0.0000,0.0000,-1
1.5176,12.6120,3.5920,1.3108,73.2876,0.5775,8.4966,0.0000,0.0000,-1
1.5177,12.5588,3.5202,1.4296,73.1476,0.5713,8.5396,0.0000,0.0000,-1
1.5180,12.7383,3.4798,1.3493,72.9572,0.6396,8.6795,0.0000,0.0000,-1
1.5181,13.4299,2.8691,1.1888,72.8396,0.5527,9.0346,0.0000,0.0000,-1
1.5215,13.1174,3.5785,0.8999,72.2012,0.2298,9.8201,0.0000,0.0816,-1
1.5174,13.2703,3.6189,1.2402,73.0804,0.5527,8.0662,0.0000,0.0000,-1
1.5175,12.8580,3.5606,1.2691,73.2092,0.5403,8.3782,0.0000,0.0867,-1
1.5174,12.7782,3.6189,1.2915,72.7892,0.5899,8.7010,0.0000,0.0000,-1
1.5177,12.6519,3.5606,1.3012,73.0804,0.6086,8.6903,0.0000,0.0714,-1
1.5176,12.7117,3.4214,1.1984,73.1980,0.5899,8.6365,0.0000,0.0000,-1
1.5177,12.4523,2.7120,1.2915,73.7020,0.5589,9.0561,0.0000,0.1224,-1
1.5191,13.6028,3.6189,1.1085,72.6380,0.1428,8.7548,0.0000,0.0000,-1
1.5177,13.2105,3.6908,1.2915,72.6100,0.5713,8.2168,0.0000,0.0000,-1
1.5157,13.2903,3.4483,1.2113,72.7388,0.5589,8.5719,0.0000,0.0000,-1
1.5223,14.1680,3.8120,0.7811,71.3500,0.0000,9.6910,0.0000,0.0000,-1
1.5197,14.7732,3.7492,0.2900,72.0220,0.0311,9.0023,0.0000,0.0000,-1
1.5178,13.2105,2.8107,1.2915,72.9796,0.5092,9.0238,0.0000,0.4590,-1
1.5220,14.3609,3.8479,0.8903,71.3612,0.1490,9.1530,0.0000,0.0000,-1
1.5190,13.4898,3.4798,1.3493,71.9492,0.5527,9.0023,0.0000,0.0000,-1
1.5185,13.6427,3.8704,1.2691,71.9604,0.5403,8.3244,0.0000,0.1632,1
1.5182,13.7225,0.0000,0.5596,74.4524,0.0000,10.9929,0.0000,0.0000,1
1.5166,12.9312,3.5381,1.6189,72.9572,0.6396,8.0339,0.0000,0.1071,1
1.5171,12.9977,3.4708,1.7891,72.7220,0.6583,8.1846,0.0000,0.0000,1
1.5169,12.6718,2.8781,1.7088,73.2092,0.7328,8.5396,0.0000,0.0000,1
1.5266,11.2288,0.0000,0.7715,73.2092,0.0000,14.6836,0.0000,0.0000,1
1.5185,13.1972,3.6279,1.0700,72.8284,0.5713,8.4105,0.0914,0.0867,1
1.5181,12.9578,2.9589,1.4296,72.9180,0.6024,8.7871,0.1386,0.0000,1
1.5165,13.4100,3.5516,1.2498,72.8116,0.6831,8.0985,0.0000,0.0000,1
1.5163,12.7117,3.3316,1.4905,73.2820,0.6707,8.2384,0.0000,0.0000,1
1.5273,13.8023,3.1520,0.6592,70.5716,0.0807,11.6385,0.0000,0.0000,1
1.5189,13.4632,3.8300,1.2594,72.5484,0.5713,8.2061,0.0000,0.0714,1
1.5187,12.9312,3.6593,1.5612,72.5092,0.5775,8.5504,0.0000,0.0612,1
1.5218,13.7491,1.0103,1.3589,72.1900,0.3291,11.1436,0.0000,0.0000,1
1.5163,12.9977,3.5785,1.5387,72.8284,0.6086,8.0447,0.0000,0.0000,1
1.5162,13.0109,3.5022,1.4809,72.8900,0.6024,8.1200,0.0000,0.0000,1
1.5160,12.8979,3.4393,1.4488,73.5800,0.4409,8.2706,0.0000,0.0000,1
1.5171,13.7225,3.6818,1.8115,72.0612,0.6396,7.8833,0.0000,0.0000,1
1.5167,12.9378,3.6100,1.2594,72.7500,0.5589,8.6042,0.0000,0.0000,1
1.5261,13.7026,0.0000,1.3589,71.2380,0.1925,13.4354,0.0000,0.0510,1
1.5169,13.3302,3.5381,1.6093,72.5428,0.6831,8.1092,0.0000,0.0000,1
1.5165,13.4432,3.6100,1.5387,72.3916,0.6583,8.0339,0.0000,0.0000,1
1.5159,13.2503,3.4483,1.4296,73.1700,0.6086,7.8618,0.0000,0.0000,1
1.5174,12.1997,3.2508,1.1599,73.5508,0.6210,8.8947,0.0000,0.1224,1
1.5247,11.4482,0.0000,1.8789,72.1900,0.8073,13.2418,0.0000,0.1734,1
1.5183,13.2371,3.9018,1.4103,72.3300,0.5527,8.3137,0.0000,0.0510,1
1.5179,13.1905,3.9018,1.3012,72.3300,0.5527,8.4428,0.0000,0.1428,1
1.5184,12.8514,3.6683,1.2402,72.5708,0.6210,8.6795,0.0000,0.1785,1
1.5159,13.0908,3.5920,1.5194,73.0972,0.6707,7.8295,0.0000,0.0000,1
1.5159,13.0908,3.5202,1.5515,72.8676,0.6831,8.0447,0.0000,0.4590,1
1.5159,13.1174,3.4079,1.5804,73.2596,0.0683,8.3890,0.0000,0.0969,1
1.5182,12.6186,2.7614,0.8293,73.8084,0.3478,9.4220,0.0000,0.1020,1
1.5185,13.0974,3.9692,1.1888,72.4420,0.6024,8.4320,0.0000,0.0000,1
1.5208,13.7823,2.2809,1.4296,71.9884,0.4906,9.8524,0.0000,0.0867,1
1.5171,12.8912,3.6189,1.5708,72.9572,0.6086,8.1092,0.0000,0.0000,1
1.5161,13.9220,3.5202,1.2498,72.8788,0.3726,7.9371,0.0000,0.0714,1
1.5159,12.8580,3.5202,2.1197,72.6604,0.6893,7.9694,0.0000,0.0000,1
1.5184,13.0176,3.6189,1.0604,72.3412,0.6396,9.1314,0.0000,0.0765,1
1.5241,13.8289,2.9005,1.1695,71.1484,0.0807,10.7885,0.0000,0.0000,1
1.5165,13.5629,3.5696,1.4713,72.4476,0.6396,7.9586,0.0000,0.0000,1
1.5184,13.2503,3.7581,1.3204,72.4028,0.5775,8.4213,0.0000,0.0000,1
1.5181,13.4299,3.9781,1.1792,72.4924,0.5775,8.1523,0.0000,0.0000,1
1.5163,13.3368,3.5696,1.5708,72.8676,0.6086,7.8940,0.0000,0.0000,1
1.5165,13.4033,3.4887,1.5194,72.6492,0.6707,8.0770,0.0000,0.0510,1
1.5222,14.4274,0.0000,0.9994,72.6716,0.0994,11.5202,0.0000,0.0408,1
1.5274,11.0226,0.0000,0.7490,73.0804,0.0000,14.9634,0.0000,0.0000,1
1.5169,13.2304,3.5381,1.4809,72.8396,0.5589,8.0985,0.0000,0.0000,1
1.5181,13.3302,3.8479,1.2498,72.7780,0.5216,8.1200,0.0000,0.0000,1
1.5166,12.8514,3.5112,1.4392,73.0076,0.6831,8.2276,0.5985,0.1275,1
1.5157,14.8597,3.6683,1.7409,71.8708,0.1615,7.3560,0.0000,0.0612,1
1.5163,13.3568,3.5785,1.4905,72.7220,0.4471,8.2061,0.0000,0.0000,1
1.5186,13.3568,3.4304,1.4296,72.2628,0.5092,8.6042,0.0000,0.0000,1
1.5173,12.3526,2.7209,1.6286,72.8676,0.7017,9.2283,0.0000,0.0000,1
1.5171,13.4831,3.4798,1.7088,72.5204,0.6210,7.9909,0.0000,0.0000,1
1.5181,12.9977,3.7985,1.0797,73.0692,0.5589,8.3782,0.0000,0.0612,1
1.5159,13.0176,3.5785,1.5098,73.1196,0.6893,7.9586,0.0000,0.0000,1
1.5157,13.2371,3.4887,1.4713,73.2484,0.3788,8.0339,0.0000,0.0000,1
1.5184,12.9312,3.7402,1.1085,72.2796,0.6396,8.9593,0.0000,0.1122,1
1.5339,12.2994,0.0000,0.9994,70.1628,0.1180,16.1900,0.0000,0.1224,1
1.5278,12.6386,0.0000,0.6688,72.0220,0.0621,14.4038,0.0000,0.0000,1
